Final.Index,Authors,Pub.Year,Journal,Vol.p-p,Study.ID,Species,Taxon.group,Study.type,Year.span,Year,Population,Lat.Decimal.Degrees,Long.Decimal.Degrees,TemporalDataset,SpatialDataset,GenericYr,GenericSpp,Season,Generic.Population,Trait,Sex,Age,Fitness.Measure,Trait.Name,Trait.Class,Generic.Trait.Class,Fitness.Measure.Defined,Fit.Comp,N,Grad.linear.value,Grad.linear.StErr,Grad.linear.p-value,Grad.quad.value,Grad.quad.StErr,Grad.quad.p-value,Diff.linear.value,Diff.linear.StErr,Diff.linear.p-value,Diff.quad.value,Diff.quad.StErr,Diff.quad.p-value
90,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2000,2000,Spiterstulen,61.6333,8.4,3,0,1,1,1,1,3,1,1,1,no. inflorescences,OtherLH,OLH,female reproductive success (number of fruits),F,127,-0.14,,ns,-0.26,,<0.05,,,,,,
91,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2000,2000,Spiterstulen,61.6333,8.4,4,0,1,1,1,1,4,1,1,1,rosette size,OtherMO,OMO,female reproductive success (number of fruits),F,127,0.28,,ns,-0.07,,ns,,,,,,
92,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2002,2002,Spiterstulen,61.6333,8.4,1,1,3,1,1,1,1,1,1,1,first day of flowering,Phenology,Phenology,female reproductive success (number of fruits),F,96,-0.2,,ns,-0.02,,ns,,,,,,
93,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2002,2002,Spiterstulen,61.6333,8.4,2,2,3,1,1,1,2,1,1,1,last day of flowering,Phenology,Phenology,female reproductive success (number of fruits),F,96,-0.02,,ns,-0.12,,ns,,,,,,
94,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2002,2002,Spiterstulen,61.6333,8.4,3,3,3,1,1,1,3,1,1,1,no. inflorescences,OtherLH,OLH,female reproductive success (number of fruits),F,96,0.51,,ns,-0.26,,ns,,,,,,
95,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2002,2002,Spiterstulen,61.6333,8.4,4,4,3,1,1,1,4,1,1,1,rosette size,OtherMO,OMO,female reproductive success (number of fruits),F,96,0.16,,ns,-0.04,,ns,,,,,,
96,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2001,2001,Stubbsand,63.9667,18.2833,5,0,2,1,1,2,1,1,1,1,first day of flowering,Phenology,Phenology,female reproductive success (number of fruits),F,91,0.14,,ns,0.08,,ns,,,,,,
97,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2001,2001,Stubbsand,63.9667,18.2833,6,0,2,1,1,2,2,1,1,1,last day of flowering,Phenology,Phenology,female reproductive success (number of fruits),F,91,-0.32,,<0.05,-0.25,,<0.05,,,,,,
98,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2001,2001,Stubbsand,63.9667,18.2833,7,0,2,1,1,2,3,1,1,1,no. inflorescences,OtherLH,OLH,female reproductive success (number of fruits),F,91,1.92,,<0.05,0.37,,<0.05,,,,,,
99,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2001,2001,Stubbsand,63.9667,18.2833,8,0,2,1,1,2,4,1,1,1,rosette size,OtherMO,OMO,female reproductive success (number of fruits),F,91,-0.2,,ns,-0.15,,ns,,,,,,
100,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2002,2002,Stubbsand,63.9667,18.2833,5,1,3,1,1,2,1,1,1,1,first day of flowering,Phenology,Phenology,female reproductive success (number of fruits),F,103,-0.04,,ns,0.03,,ns,,,,,,
101,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2002,2002,Stubbsand,63.9667,18.2833,6,2,3,1,1,2,2,1,1,1,last day of flowering,Phenology,Phenology,female reproductive success (number of fruits),F,103,-0.03,,ns,0.03,,ns,,,,,,
102,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2002,2002,Stubbsand,63.9667,18.2833,7,3,3,1,1,2,3,1,1,1,no. inflorescences,OtherLH,OLH,female reproductive success (number of fruits),F,103,1.36,,<0.05,-0.02,,ns,,,,,,
103,Sandring et al. ,2007,Journal of Evolutionary Biology,20:558-567,6,Arabidopsis lyrata,P,L,2002,2002,Stubbsand,63.9667,18.2833,8,4,3,1,1,2,4,1,1,1,rosette size,OtherMO,OMO,female reproductive success (number of fruits),F,103,0.04,,ns,0.05,,ns,,,,,,
104,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Beagle club,40.9422,-76.8883,1,1,1,1,1,1,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,189,,,,,,,0.36,,<0.05,-0.22,,ns
105,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Stein lane,40.9178,-76.9058,2,1,1,1,1,2,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,99,,,,,,,0.35,,<0.05,-0.23,,ns
106,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Allenwood,41.1703,-76.9083,3,1,1,1,1,3,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,617,,,,,,,0.27,,<0.05,-0.29,,<0.05
107,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Pottsgrove,40.9947,-76.7792,4,1,1,1,1,4,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,176,,,,,,,0.03,,ns,-0.24,,ns
108,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Rt. 254,41.02,-76.7944,5,1,1,1,1,5,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,235,,,,,,,0.04,,ns,-0.26,,ns
109,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Marsh Rd.,40.9806,-76.8456,6,1,1,1,1,6,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,162,,,,,,,0.02,,ns,-0.26,,ns
110,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Hess Field,41.1042,-76.6733,7,1,1,1,1,7,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,202,,,,,,,0,,ns,-0.28,,<0.05
111,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Violet Field,40.9058,-76.9692,8,1,1,1,1,8,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,182,,,,,,,0.41,,<0.05,0.01,,ns
112,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Rt. 147-e,40.9722,-76.8394,9,1,1,1,1,9,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,166,,,,,,,0.45,,<0.05,-0.29,,<0.05
113,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Montour Prsv.,41.1,-76.6647,10,1,1,1,1,10,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,272,,,,,,,0.4,,<0.05,-0.13,,ns
114,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Furnace Rd.,40.9253,-76.8839,11,1,1,1,1,11,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,159,,,,,,,0.7,,<0.05,-0.05,,ns
115,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Rt. 147-s,40.9811,-76.8381,12,1,1,1,1,12,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,168,,,,,,,0.31,,<0.05,-0.46,,<0.05
116,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,147-ramp,40.9758,-76.8392,13,1,1,1,1,13,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,52,,,,,,,0.57,,<0.05,0.4,,ns
117,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Fossil Pit,41.1106,-76.6472,14,1,1,1,1,14,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,233,,,,,,,0.47,,<0.05,-0.07,,ns
118,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Kramer-Fisher,40.9281,-76.8861,15,1,1,1,1,15,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,198,,,,,,,0.48,,<0.05,0.53,,ns
119,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1985,1985,Industrial Pk.,40.9867,-76.8456,16,1,1,1,1,16,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,88,,,,,,,0.3,,<0.05,-0.55,,<0.05
120,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Beagle club,40.9422,-76.8883,1,2,2,1,1,1,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,210,,,,,,,0.15,,<0.05,-0.48,,<0.05
121,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Stein lane,40.9178,-76.9058,2,2,2,1,1,2,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,218,,,,,,,0.4,,<0.05,-0.1,,ns
122,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Allenwood,41.1703,-76.9083,3,2,2,1,1,3,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,657,,,,,,,0.24,,<0.05,-0.34,,<0.05
123,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Pottsgrove,40.9947,-76.7792,4,2,2,1,1,4,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,274,,,,,,,0.05,,ns,-0.13,,ns
124,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Rt. 254,41.02,-76.7944,5,2,2,1,1,5,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,156,,,,,,,0.06,,ns,-0.5,,<0.05
125,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Marsh Rd.,40.9806,-76.8456,6,2,2,1,1,6,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,141,,,,,,,-0.26,,ns,-0.28,,ns
126,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Hess Field,41.1042,-76.6733,7,2,2,1,1,7,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,217,,,,,,,0.02,,ns,-0.34,,<0.05
127,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Violet Field,40.9058,-76.9692,8,2,2,1,1,8,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,220,,,,,,,0.09,,ns,-0.12,,ns
128,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Rt. 147-e,40.9722,-76.8394,9,2,2,1,1,9,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,166,,,,,,,0.15,,<0.05,-0.4,,<0.05
129,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Montour Prsv.,41.1,-76.6647,10,2,2,1,1,10,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,262,,,,,,,0.09,,ns,-0.34,,<0.05
130,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Furnace Rd.,40.9253,-76.8839,11,2,2,1,1,11,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,198,,,,,,,0.5,,<0.05,-0.3,,<0.05
131,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Rt. 147-s,40.9811,-76.8381,12,2,2,1,1,12,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,198,,,,,,,-0.04,,ns,-0.27,,<0.05
132,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,147-ramp,40.9758,-76.8392,13,2,2,1,1,13,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,62,,,,,,,0.19,,ns,-0.29,,ns
133,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Fossil Pit,41.1106,-76.6472,14,2,2,1,1,14,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,169,,,,,,,0.16,,ns,-0.04,,ns
134,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Kramer-Fisher,40.9281,-76.8861,15,2,2,1,1,15,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,477,,,,,,,0.3,,<0.05,-0.31,,<0.05
135,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1986,1986,Industrial Pk.,40.9867,-76.8456,16,2,2,1,1,16,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,110,,,,,,,0.15,,ns,-0.27,,ns
136,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Beagle club,40.9422,-76.8883,1,3,3,1,1,1,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,191,,,,,,,0.28,,<0.05,-0.33,,<0.05
137,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Stein lane,40.9178,-76.9058,2,3,3,1,1,2,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,306,,,,,,,0.67,,<0.05,0.29,,ns
138,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Allenwood,41.1703,-76.9083,3,3,3,1,1,3,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,438,,,,,,,0.19,,<0.05,-0.31,,<0.05
139,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Pottsgrove,40.9947,-76.7792,4,3,3,1,1,4,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,280,,,,,,,0.78,,<0.05,-0.07,,ns
140,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Rt. 254,41.02,-76.7944,5,3,3,1,1,5,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,149,,,,,,,0.55,,<0.05,-0.2,,ns
141,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Marsh Rd.,40.9806,-76.8456,6,3,3,1,1,6,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,146,,,,,,,-0.09,,ns,-0.35,,ns
142,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Hess Field,41.1042,-76.6733,7,3,3,1,1,7,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,186,,,,,,,0.32,,<0.05,-0.06,,ns
143,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Violet Field,40.9058,-76.9692,8,3,3,1,1,8,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,205,,,,,,,0.48,,<0.05,-0.28,,ns
144,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Rt. 147-e,40.9722,-76.8394,9,3,3,1,1,9,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,184,,,,,,,0.36,,<0.05,0.2,,ns
145,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Montour Prsv.,41.1,-76.6647,10,3,3,1,1,10,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,240,,,,,,,0.43,,<0.05,-0.34,,<0.05
146,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Furnace Rd.,40.9253,-76.8839,11,3,3,1,1,11,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,315,,,,,,,0.74,,<0.05,0.03,,ns
147,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Rt. 147-s,40.9811,-76.8381,12,3,3,1,1,12,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,288,,,,,,,0.46,,<0.05,-0.26,,<0.05
148,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,147-ramp,40.9758,-76.8392,13,3,3,1,1,13,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,178,,,,,,,0.67,,<0.05,0.21,,ns
149,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Fossil Pit,41.1106,-76.6472,14,3,3,1,1,14,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,196,,,,,,,0.39,,<0.05,-0.14,,ns
150,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Kramer-Fisher,40.9281,-76.8861,15,3,3,1,1,15,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,163,,,,,,,0.43,,<0.05,-0.07,,ns
151,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1987,1987,Industrial Pk.,40.9867,-76.8456,16,3,3,1,1,16,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,128,,,,,,,0.19,,ns,0.07,,ns
152,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Beagle club,40.9422,-76.8883,1,4,4,1,1,1,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,215,,,,,,,0.46,,<0.05,0.04,,ns
153,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Stein lane,40.9178,-76.9058,2,4,4,1,1,2,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,283,,,,,,,0.74,,<0.05,0.31,,ns
154,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Allenwood,41.1703,-76.9083,3,4,4,1,1,3,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,54,,,,,,,0.29,,ns,-0.39,,ns
155,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Pottsgrove,40.9947,-76.7792,4,4,4,1,1,4,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,318,,,,,,,0.44,,<0.05,-0.17,,ns
156,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Rt. 254,41.02,-76.7944,5,4,4,1,1,5,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,262,,,,,,,0.07,,ns,-0.14,,ns
157,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Marsh Rd.,40.9806,-76.8456,6,4,4,1,1,6,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,106,,,,,,,0.11,,ns,-0.02,,ns
158,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Hess Field,41.1042,-76.6733,7,4,4,1,1,7,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,192,,,,,,,0.34,,<0.05,-0.36,,<0.05
159,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Violet Field,40.9058,-76.9692,8,4,4,1,1,8,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,273,,,,,,,0.51,,<0.05,-0.06,,ns
160,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Rt. 147-e,40.9722,-76.8394,9,4,4,1,1,9,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,90,,,,,,,0.37,,<0.05,-0.4,,ns
161,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Montour Prsv.,41.1,-76.6647,10,4,4,1,1,10,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,228,,,,,,,0.36,,<0.05,-0.09,,ns
162,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Furnace Rd.,40.9253,-76.8839,11,4,4,1,1,11,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,391,,,,,,,0.59,,<0.05,-0.05,,ns
163,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Rt. 147-s,40.9811,-76.8381,12,4,4,1,1,12,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,366,,,,,,,0.36,,<0.05,-0.2,,ns
164,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,147-ramp,40.9758,-76.8392,13,4,4,1,1,13,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,214,,,,,,,0.22,,ns,0.38,,ns
165,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Fossil Pit,41.1106,-76.6472,14,4,4,1,1,14,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,61,,,,,,,1.19,,<0.05,2.54,,ns
166,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Kramer-Fisher,40.9281,-76.8861,15,4,4,1,1,15,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,498,,,,,,,0.41,,<0.05,-0.3,,ns
167,Weis et al. ,1992,Evolution ,46(6):1674-1697,7,Eurosta solidaginins,I,C,1988,1988,Industrial Pk.,40.9867,-76.8456,16,4,4,1,1,16,1,1,1,1,gall diameter,OtherMO,OMO,survival,S,110,,,,,,,0.36,,ns,-0.22,,ns
168,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1997,1997,Guadalupe,39.4538,-5.3272,0,1,1,1,1,1,1,1,1,1,corolla diameter,OtherMO,OMO,female mating success (seed number) ,F,75,0.061,,ns,-0.009,,ns,,,,,,
169,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1997,1997,Guadalupe,39.4538,-5.3272,0,2,1,1,1,1,2,1,1,1,calyx diameter,OtherMO,OMO,female mating success (seed number) ,F,75,-0.018,,ns,0.006,,ns,,,,,,
170,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1997,1997,Guadalupe,39.4538,-5.3272,0,3,1,1,1,1,3,1,1,1,claw length,OtherMO,OMO,female mating success (seed number) ,F,75,-0.021,,ns,0.006,,ns,,,,,,
171,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1998,1998,Guadalupe,39.4538,-5.3272,0,4,2,1,1,1,1,1,1,2,corolla diameter,OtherMO,OMO,female mating success (seed weight) ,O,75,-0.036,,ns,-0.001,,ns,,,,,,
172,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1998,1998,Guadalupe,39.4538,-5.3272,0,5,2,1,1,1,2,1,1,2,calyx diameter,OtherMO,OMO,female mating success (seed weight) ,O,75,-0.003,,ns,-0.004,,ns,,,,,,
173,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1998,1998,Guadalupe,39.4538,-5.3272,0,6,2,1,1,1,3,1,1,2,claw length,OtherMO,OMO,female mating success (seed weight) ,O,75,-0.003,,ns,-0.011,,ns,,,,,,
174,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1997,1997,El Escorial,40.5833,-4.127,1,1,1,1,1,2,1,1,1,1,corolla diameter,OtherMO,OMO,female mating success (seed number) ,F,70,0.0204,,ns,-0.107,,ns,,,,,,
175,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1997,1997,El Escorial,40.5833,-4.127,2,2,1,1,1,2,2,1,1,1,calyx diameter,OtherMO,OMO,female mating success (seed number) ,F,70,-0.177,,ns,0.018,,ns,,,,,,
176,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1997,1997,El Escorial,40.5833,-4.127,3,3,1,1,1,2,3,1,1,1,claw length,OtherMO,OMO,female mating success (seed number) ,F,70,0.316,,ns,0.009,,ns,,,,,,
177,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1998,1998,El Escorial,40.5833,-4.127,1,0,2,1,1,2,1,1,1,1,corolla diameter,OtherMO,OMO,female mating success (seed number) ,F,263,0.049,,ns,0.018,,<0.05,,,,,,
178,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1998,1998,El Escorial,40.5833,-4.127,2,0,2,1,1,2,2,1,1,1,calyx diameter,OtherMO,OMO,female mating success (seed number) ,F,263,0.031,,ns,-0.034,,ns,,,,,,
179,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1998,1998,El Escorial,40.5833,-4.127,3,0,2,1,1,2,3,1,1,1,claw length,OtherMO,OMO,female mating success (seed number) ,F,263,-0.014,,ns,-0.021,,ns,,,,,,
180,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1997,1997,El Escorial,40.5833,-4.127,4,0,1,1,1,2,1,1,1,2,corolla diameter,OtherMO,OMO,female mating success (seed weight) ,O,70,-0.501,,<0.05,-2.694,,<0.05,,,,,,
181,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1997,1997,El Escorial,40.5833,-4.127,5,0,1,1,1,2,2,1,1,2,calyx diameter,OtherMO,OMO,female mating success (seed weight) ,O,70,0.295,,<0.05,0.246,,<0.05,,,,,,
182,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1997,1997,El Escorial,40.5833,-4.127,6,0,1,1,1,2,3,1,1,2,claw length,OtherMO,OMO,female mating success (seed weight) ,O,70,-1.82,,<0.05,-2.079,,<0.05,,,,,,
183,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1998,1998,El Escorial,40.5833,-4.127,4,4,2,1,1,2,1,1,1,2,corolla diameter,OtherMO,OMO,female mating success (seed weight) ,O,263,-0.019,,ns,0.025,,ns,,,,,,
184,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1998,1998,El Escorial,40.5833,-4.127,5,5,2,1,1,2,2,1,1,2,calyx diameter,OtherMO,OMO,female mating success (seed weight) ,O,263,-0.027,,ns,0.004,,ns,,,,,,
185,Wright and Meagher,2004,Journal of Evolutionary Biology,17:382-395,8,Silene latifolia,P,L,1998,1998,El Escorial,40.5833,-4.127,6,6,2,1,1,2,3,1,1,2,claw length,OtherMO,OMO,female mating success (seed weight) ,O,263,0.082,,ns,-0.042,,ns,,,,,,
